identifier,dimension,smiles,bus,elements,ms,nms
XAPJOP,0,NCCN,[4],"['Ba', 'C', 'O']",['Ba'],"['C', 'O']"
XAPVIU,0,c1ccc(Nc2ccccn2)nc1,[],"['Cl', 'O', 'V']",['V'],"['Cl', 'O']"
XAQTEO,3,CC(N)CN,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
XAQTIS,3,CC(C)(N)CN,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
XAQTOY01,3,CC(N)CN,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
XAQYAP,2,N=C(N)N,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
XAVCUT,2,N=C(N)NN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
XAVZEC,2,CC1CNCC(C)N1,"[4, 1]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']"
XAWBEE,3,NCCNCCN,[0],"['In', 'O', 'P']",['In'],"['O', 'P']"
XAWQAO,2,CCCN,[1],"['Cl', 'O', 'P', 'Zn']",['Zn'],"['Cl', 'O', 'P']"
XAXBAB,3,N=CN,[7],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']"
XAXBEF,3,N=C(N)N,[7],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']"
XAXNUF,3,C1CNCCN1,[6],"['As', 'O', 'Zn']",['Zn'],"['As', 'O']"
XEBXOR,2,NCCN,[],"['Mn', 'O', 'V']","['Mn', 'V']",['O']
XEBXUX,3,NCCN,[],"['F', 'Mn', 'O', 'V']","['Mn', 'V']","['F', 'O']"
XECJEW,1,CC1(N)CCC(N)C1(C)C,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
XECPAY,0,Nc1cccnc1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']"
XEDGUI,2,NCCN,[],"['O', 'W']",['W'],['O']
XEDHIX,3,CN,[],"['Ge', 'O']",['Ge'],['O']
XEHDEV,3,CCCCN,[0],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
XEHZIW,0,CN(C)c1ccncc1,[],"['O', 'V']",['V'],['O']
XEJTUB,3,NCCN,[],"['Ge', 'O']",['Ge'],['O']
XEKZAQ,0,NCCN,[],"['F', 'Mo', 'O']",['Mo'],"['F', 'O']"
XEMYUL,2,N=C(N)N,"[3, 4]","['C', 'O', 'Se', 'U']",['U'],"['C', 'O', 'Se']"
XEMZIA,2,CCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
XENFEE,3,C1CNCCNC1,[17],"['Cl', 'K', 'O']",['K'],"['Cl', 'O']"
XENJAC,0,C1CNCCN1,[],"['Cr', 'F', 'O']",['Cr'],"['F', 'O']"
XENYIA,1,C1CNCCN1,[2],"['Mn', 'O', 'S']",['Mn'],"['O', 'S']"
XEQFAB,0,CCNCC,[1],"['O', 'P', 'W', 'Zr']","['W', 'Zr']","['O', 'P']"
XEQFEF,0,CCNCC,[1],"['Hf', 'O', 'P', 'W']","['Hf', 'W']","['O', 'P']"
XESGIM,3,NCCCN,[1],"['Al', 'F', 'O', 'P']",['Al'],"['F', 'O', 'P']"
XESGOS,3,NCCCN,[1],"['Al', 'F', 'O', 'P']",['Al'],"['F', 'O', 'P']"
XESLIR,1,C1CNCCN1,[1],"['F', 'In', 'O', 'P']",['In'],"['F', 'O', 'P']"
XESZAX,1,C1CNCCN1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
XETVOH,0,c1cc(-c2nc(-c3ccncc3)nc(-c3ccncc3)n2)ccn1,[],"['Mo', 'O']",['Mo'],['O']
XEVVEA,1,C1CN2CCN1CC2,"[0, 4]","['C', 'F', 'Fe', 'O', 'P']",['Fe'],"['C', 'F', 'O', 'P']"
XEVVIE,2,NCCN(CCN)CCN,"[0, 4]","['C', 'Fe', 'O', 'P']",['Fe'],"['C', 'O', 'P']"
XEVVUQ,3,NCCCNCCNCCCN,"[0, 4]","['C', 'Fe', 'O', 'P']",['Fe'],"['C', 'O', 'P']"
XEVWAX,3,NCCN,"[0, 4]","['C', 'Fe', 'O', 'P']",['Fe'],"['C', 'O', 'P']"
XEWZUU,0,c1ccc(Nc2ccccn2)nc1,[22],"['C', 'Cl', 'La', 'O']",['La'],"['C', 'Cl', 'O']"
XEXREX,2,NCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
XEXRUN,2,CN(C)CCN(C)C,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
XEXSAU,2,N=C(N)N,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
XIBFUM,0,Cc1ncc[nH]1,[],"['Mo', 'O']",['Mo'],['O']
XIBGAT,0,N=C(N)CCCC(=N)N,[],"['O', 'V']",['V'],['O']
XICCES,1,NCc1ccc(CN)cc1,[],"['Mo', 'O']",['Mo'],['O']
XICJUR,3,CNC,[7],"['C', 'Fe', 'Ga', 'O']","['Fe', 'Ga']","['C', 'O']"
XICKEC,3,CCNCC,[7],"['C', 'Fe', 'Ga', 'O']","['Fe', 'Ga']","['C', 'O']"
XICKOM,3,CN,[7],"['C', 'Ga', 'Ni', 'O']","['Ga', 'Ni']","['C', 'O']"
XIFZEU,3,c1cc(CCCc2ccncc2)ccn1,[1],"['Fe', 'Mo', 'O', 'P', 'Pb']","['Fe', 'Mo', 'Pb']","['O', 'P']"
XIFZIY,3,c1cc(CCCc2ccncc2)ccn1,[1],"['Mo', 'O', 'P', 'Pb', 'Zn']","['Mo', 'Pb', 'Zn']","['O', 'P']"
XIFZOE,3,c1cc(CCCc2ccncc2)ccn1,[1],"['Mn', 'Mo', 'O', 'P', 'Pb']","['Mn', 'Mo', 'Pb']","['O', 'P']"
XIGFAU,3,C1CNCCN1,[3],"['F', 'Fe', 'O', 'Se']",['Fe'],"['F', 'O', 'Se']"
XINBAA,0,Nc1ccccc1,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']"
XIQHIO,3,NCCN,[1],"['Fe', 'O', 'P']",['Fe'],"['O', 'P']"
XIRLER,0,CNC,[],"['Fe', 'Mo', 'O']","['Fe', 'Mo']",['O']
XIRYAZ,1,N=C(N)N,[],"['Cr', 'O', 'U']","['Cr', 'U']",['O']
XISKUF,3,NCCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
XISLAM,3,NCCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
XISVON,0,c1ccc2[nH]cnc2c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
XISZUU,2,CN1CCN(C)CC1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
XITZIK,3,c1cc(CCCc2ccncc2)ccn1,"[4, 1]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']"
XIVBIP,0,CCCNCCC,[4],"['C', 'O', 'Sn']",['Sn'],"['C', 'O']"
XIWKUJ,3,NCCN1CCNCC1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
XIWLAQ,3,NCCN1CCNCC1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
XIWNAU,0,c1c[nH]cn1,"[3, 8]","['C', 'Mo', 'O', 'Se']",['Mo'],"['C', 'O', 'Se']"
XIWYEH,3,C1CNCCN1,[1],"['O', 'P', 'Ti']",['Ti'],"['O', 'P']"
XIWYIL,3,C1CN2CCN1CC2,[1],"['O', 'P', 'Ti']",['Ti'],"['O', 'P']"
XIYYEL,3,CNC,[4],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
XIZCIS,2,NCCCCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
XIZHET,2,NCCN,[1],"['Mn', 'O', 'P']",['Mn'],"['O', 'P']"
XMOPYC10,0,c1ccncc1,[],"['Cl', 'Mo', 'O']",['Mo'],"['Cl', 'O']"
XOCLAD,0,NCCNCCN,[1],"['Mo', 'Ni', 'O', 'P']","['Mo', 'Ni']","['O', 'P']"
XODXIZ,3,N=C(N)N,[7],"['C', 'O', 'Y']",['Y'],"['C', 'O']"
XODYIA,0,Nc1ccncc1,[],"['Cr', 'O']",['Cr'],['O']
XOGPAL,0,c1ccc(C2C(c3ccccn3)C(c3ccccn3)C2c2ccccn2)nc1,[],"['Mo', 'O']",['Mo'],['O']
XOGPEP,0,c1cc(C2C(c3ccncc3)C(c3ccncc3)C2c2ccncc2)ccn1,[],"['Mo', 'O']",['Mo'],['O']
XOGPIT,0,c1ccc(C2C(c3ccncc3)C(c3ccccn3)C2c2ccncc2)nc1,[],"['Mo', 'O']",['Mo'],['O']
XOJZIF,2,NCCN,"[4, 1]","['C', 'O', 'P', 'V']",['V'],"['C', 'O', 'P']"
XOJZOL,2,N=C(N)N,"[4, 1]","['C', 'O', 'P', 'V']",['V'],"['C', 'O', 'P']"
XOJZUR,0,Nc1ccncc1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
XOKPEV,0,CNC,[11],"['As', 'Nb', 'O', 'W']","['Nb', 'W']","['As', 'O']"
XOLMAM,0,c1c[nH]cn1,[10],"['Ce', 'N', 'O']",['Ce'],"['N', 'O']"
XOLXOO,0,C1CN2CCC1C2,[],"['O', 'Re']",['Re'],['O']
XOPGOZ,0,Nc1nc(N)nc(N)n1,[4],"['C', 'O', 'Yb']",['Yb'],"['C', 'O']"
XORCAI,1,NCCN,[1],"['F', 'Ni', 'O', 'P']",['Ni'],"['F', 'O', 'P']"
XORDEN,2,NCCNCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
XOSPEB,3,NCCN,[0],"['In', 'O', 'P']",['In'],"['O', 'P']"
XOSPUQ,3,CNCCNC,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
XOSQOL,3,CNC,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
XOSQUR,3,CNC,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
XOTGUI,3,CC(N)CN,"[4, 7]","['C', 'Nd', 'O']",['Nd'],"['C', 'O']"
XOTYEL,1,NCCN,[],"['F', 'O', 'Zr']",['Zr'],"['F', 'O']"
XOWKAV,0,NCCN,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
XOXHEX,2,NCCN,[1],"['O', 'P', 'Zr']",['Zr'],"['O', 'P']"
XOXHIB,2,NCCN,[1],"['O', 'P', 'Ti']",['Ti'],"['O', 'P']"
XOXKAW,2,NCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
XOZZES,1,CC1CNCC(C)N1,[],"['Mo', 'O']",['Mo'],['O']
XOZZIW,1,CN1CCN(C)CC1,[],"['Mo', 'O']",['Mo'],['O']
XUDMIS,0,c1ccncc1,[],"['O', 'Re']",['Re'],['O']
XUGJIU,1,CNC,[10],"['Cr', 'N', 'O', 'U']","['Cr', 'U']","['N', 'O']"
XUGMAO,0,CNC,[1],"['O', 'P', 'W', 'Zr']","['W', 'Zr']","['O', 'P']"
XUGMES,0,CNC,[1],"['O', 'P', 'W', 'Zr']","['W', 'Zr']","['O', 'P']"
XUJCIP,3,NCCNCCN,[0],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
XULNAU,2,NCCNCCN,"[12, 1]","['B', 'Fe', 'O', 'P']",['Fe'],"['B', 'O', 'P']"
XULRIG,0,Cc1ncc[nH]1,[8],"['C', 'O', 'U']",['U'],"['C', 'O']"
XULROM,0,c1ccc(-c2ncc[nH]2)cc1,[8],"['C', 'O', 'U']",['U'],"['C', 'O']"
XUNLUP,3,NCCCCCCN,[],"['Ge', 'O']",['Ge'],['O']
XUPJUP,0,c1cc(CCCc2ccncc2)ccn1,[],"['Al', 'Mo', 'O']","['Al', 'Mo']",['O']
XUQWEL,3,C1CNCCN1,[2],"['La', 'O', 'S']",['La'],"['O', 'S']"
XUQWIP,2,NCCN,[2],"['La', 'O', 'S']",['La'],"['O', 'S']"
XURCIY,0,Nc1cccc(N)n1,[4],"['C', 'O', 'V']",['V'],"['C', 'O']"
XUSJAW,2,C1CN2CCN1CC2,[3],"['O', 'Se', 'V']",['V'],"['O', 'Se']"
XUSJEA,2,NCCN,[3],"['O', 'Se', 'V']",['V'],"['O', 'Se']"
XUVGUQ,3,NCCCCCCN,[1],"['F', 'Ga', 'O', 'P', 'Rb']","['Ga', 'Rb']","['F', 'O', 'P']"
XUWSUD,3,NCCNCCN,[1],"['Ga', 'Mn', 'O', 'P']","['Ga', 'Mn']","['O', 'P']"
XUWTAK,3,NCCNCCN,[1],"['Ga', 'Mn', 'O', 'P']","['Ga', 'Mn']","['O', 'P']"
XUWYUK,2,NC1CCC(N)CC1,[6],"['As', 'F', 'O', 'V']",['V'],"['As', 'F', 'O']"
XUXHON,0,c1cc(-c2ccncc2)ccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
XUYLAG,0,Cc1n[nH]c(C)c1Cc1c(C)n[nH]c1C,[],"['Mo', 'O']",['Mo'],['O']
XUYRAK,0,N=C(N)N,[],"['O', 'Pt', 'W']","['Pt', 'W']",['O']
XUZFII,2,C1CNCCN1,[2],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']"
XUZMUB,0,CN(C)CCN(C)C,[],"['O', 'V']",['V'],['O']
YABTIG,0,CC1(N)CCC(N)C1(C)C,[2],"['Fe', 'O', 'S']",['Fe'],"['O', 'S']"
YABTOM,0,CC1(N)CCC(N)C1(C)C,[2],"['Co', 'O', 'S']",['Co'],"['O', 'S']"
YABTUS,0,CC1(N)CCC(N)C1(C)C,[2],"['Ni', 'O', 'S']",['Ni'],"['O', 'S']"
YABVAA,0,CC1(N)CCC(N)C1(C)C,[2],"['Cu', 'O', 'S']",['Cu'],"['O', 'S']"
YABVAB,0,NC1CCCCC1N,[],"['Cr', 'O']",['Cr'],['O']
YABVEE,0,CC1(N)CCC(N)C1(C)C,[2],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']"
YABVII,0,CC1(N)CCC(N)C1(C)C,[2],"['Cd', 'O', 'S']",['Cd'],"['O', 'S']"
YADDEN,2,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
YADFIS,0,CNC,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
YADWIL,0,Nc1ccnc2ncnn12,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
YAGRON,3,C1CN2CCN1CC2,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
YALPOS,0,CN(C)c1ccccc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
YANVIV,3,CNN,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
YANWAO,3,CNN,[7],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']"
YANWOC,3,CNN,[7],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']"
YANXIX,3,CNN,[7],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
YAPLEH,0,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,[],"['Mo', 'O']",['Mo'],['O']
YAPNUY,0,c1ccc(-c2ccccn2)nc1,[4],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
YAQBUN,2,NCCN(CCN)CCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
YAQCEA,2,CC(CN)CCCN,[1],"['In', 'O', 'P']",['In'],"['O', 'P']"
YAQCIE,3,NCCN,[1],"['In', 'O', 'P']",['In'],"['O', 'P']"
YASJAF,3,NCCCCN,[],"['Ge', 'O']",['Ge'],['O']
YATQIV,0,c1c[nH]cn1,[],"['Cr', 'O']",['Cr'],['O']
YAXBAB,1,Nc1ccccn1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
YEBKOG,3,CC(N)CN,[4],"['C', 'Nd', 'O']",['Nd'],"['C', 'O']"
YEBKUM,3,CC(N)CN,[4],"['C', 'O', 'Yb']",['Yb'],"['C', 'O']"
YEBLAT,3,NCCCN,[4],"['C', 'La', 'O']",['La'],"['C', 'O']"
YECPII,0,CN,[],"['Mg', 'O', 'W']","['Mg', 'W']",['O']
YECQUS,3,NCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
YEDDEQ,2,C1CNCCN1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
YEDZOX,0,NCCCN,[],"['Cu', 'O', 'V']","['Cu', 'V']",['O']
YEFDUJ,0,NCc1ccccc1,[10],"['Cu', 'N', 'O']",['Cu'],"['N', 'O']"
YEGPIL,0,c1ccc2[nH]cnc2c1,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']"
YEGPOR,0,c1ccc2[nH]cnc2c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
YEGSEL,2,NCCCN1CCC1,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
YEGSOV,2,NCCCN1CCC1,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
YEGSUB,2,C1CNC1,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
YEGVAJ,1,CC(N)CN,[1],"['Cu', 'Mo', 'O', 'P']","['Cu', 'Mo']","['O', 'P']"
YEHBOF,0,Nc1nc(N)nc(N)n1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
YEHBUL,0,Nc1nc(N)nc(N)n1,[5],"['O', 'Si', 'W']","['Si', 'W']",['O']
YEJFAU,3,NCCN,[1],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
YEKDEA,1,c1cc(CCCc2ccncc2)ccn1,[],"['Co', 'Cu', 'Mo', 'Na', 'O']","['Co', 'Cu', 'Mo', 'Na']",['O']
YEKWET,0,c1nc[nH]n1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
YEMTAO,0,c1c[nH]cn1,[12],"['B', 'O', 'W']",['W'],"['B', 'O']"
YEMZUO,0,C1CNCCN1,[12],"['B', 'O', 'W']",['W'],"['B', 'O']"
YENSOA,2,CN1CCN(C)CC1,[0],"['O', 'P', 'V']",['V'],"['O', 'P']"
YEPBIH,0,N=C(N)N,[15],"['C', 'Gd', 'O']",['Gd'],"['C', 'O']"
YEPFUU,0,C1CN2CCN1CC2,[6],"['As', 'O', 'V']",['V'],"['As', 'O']"
YEWKAP,3,CCNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
YEXWII,1,NCCCCCCN,[],"['Mo', 'O']",['Mo'],['O']
YEYHIU,0,c1ccc2[nH]c(CCCCc3nc4ccccc4[nH]3)nc2c1,[],"['Mo', 'O']",['Mo'],['O']
YEYYEJ,0,NCCCCN,[],"['O', 'V', 'Zn']","['V', 'Zn']",['O']
YEZKAS,3,C1CNCCNC1,"[2, 4]","['C', 'Mn', 'O', 'S']",['Mn'],"['C', 'O', 'S']"
YEZRIF,3,NCCNCCN,[],"['Ge', 'In', 'O']","['Ge', 'In']",['O']
YIDHID,0,CC(N)c1ccccc1,[4],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
YIDVUE,2,NCCNCCNCCN,[2],"['Cl', 'Eu', 'O', 'S']",['Eu'],"['Cl', 'O', 'S']"
YIHVOB,1,NCCCNCCNCCCN,[0],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
YIJHAC,2,C1CNCCNC1,[1],"['Cd', 'Cl', 'O', 'P']",['Cd'],"['Cl', 'O', 'P']"
YIKLIP,2,Cc1ccc(N)cc1,[],"['Mo', 'O']",['Mo'],['O']
YIKQIS,1,c1cc(-c2ccncc2)ccn1,[1],"['Fe', 'Mo', 'O', 'P']","['Fe', 'Mo']","['O', 'P']"
YIMJEK,0,c1c[nH]cn1,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']"
YIQKUE,3,C1CN2CCN1CC2,"[12, 1]","['B', 'O', 'P', 'Zn']",['Zn'],"['B', 'O', 'P']"
YIVFER,3,C1CN2CCN1CC2,[1],"['Ni', 'O', 'P', 'V']","['Ni', 'V']","['O', 'P']"
YIXZEL,3,NCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
YOKVUR,0,CN(C)C(=N)NC(=N)N,[],"['O', 'V']",['V'],['O']
YOKWAY,0,CN(C)C(=N)NC(=N)N,[],"['O', 'V']",['V'],['O']
YOKWEC,0,CN(C)C(=N)NC(=N)N,[],"['O', 'V']",['V'],['O']
YOKXEC,1,CC1CNCCN1,[],"['F', 'Ge', 'O']",['Ge'],"['F', 'O']"
YONYOQ,0,CNC,[],"['O', 'V']",['V'],['O']
YOQXEJ,2,CN(C)CCN(C)C,"[14, 12]","['B', 'Na', 'O']",['Na'],"['B', 'O']"
YORPUS,1,Cc1ncc[nH]1,[],"['K', 'Mo', 'O', 'Sb']","['K', 'Mo', 'Sb']",['O']
YORRII,3,c1ccncc1,[0],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
YOTHOG,1,NCCN1CCNCC1,[],"['O', 'Te', 'V']","['Te', 'V']",['O']
YOTHUM,1,NCCCCCN,[],"['O', 'Te', 'V']","['Te', 'V']",['O']
YOVMII,3,CN(C)c1ccncc1,[0],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
YOVMOO,1,CN(C)c1ccncc1,[0],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
YOXXEP,2,NCCN,[],"['Fe', 'Mo', 'O']","['Fe', 'Mo']",['O']
YUFWAZ,3,CNC,[7],"['C', 'Cu', 'Fe', 'O']","['Cu', 'Fe']","['C', 'O']"
YUGDAI,1,C1CN2CCN1CC2,[4],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
YUGDEM,1,C1CN2CCN1CC2,[4],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']"
YUGFEO,1,C1CN2CCN1CC2,[4],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
YUHLIW,0,NCCN,[],"['Cr', 'O']",['Cr'],['O']
YUHWUV,0,Cc1cccc(-c2ccccn2)n1,[10],"['N', 'O', 'U']",['U'],"['N', 'O']"
YUJVOQ,3,CNC,[4],"['C', 'Li', 'O', 'Zr']","['Li', 'Zr']","['C', 'O']"
YUJWAD,3,CNC,[4],"['C', 'Li', 'O', 'Zr']","['Li', 'Zr']","['C', 'O']"
YUKTUU,3,N=C(N)N,[7],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']"
YUKVAC,3,N=C(N)N,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
YUKVEG,3,N=C(N)N,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
YUKVIK,3,N=C(N)N,[7],"['C', 'Ni', 'O']",['Ni'],"['C', 'O']"
YUKVOQ,3,N=C(N)N,[7],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
YUKVUW,3,N=C(N)N,[7],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
YUMHUK,0,NCCNCCN,[1],"['Ca', 'Mo', 'O', 'P']","['Ca', 'Mo']","['O', 'P']"
YUMJAS,3,NCCNCCN,[1],"['Ba', 'Ca', 'Mo', 'O', 'P']","['Ba', 'Ca', 'Mo']","['O', 'P']"
YUMJOG,0,c1cc(-c2ccncc2)ccn1,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
YUNBEQ,0,N=C(N)N,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
YUNBIU,0,Nc1ccccn1,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
YUWVAN,1,C1CN2CCN1CC2,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
YUWVOB,1,CN,[],"['O', 'V']",['V'],['O']
YUWVUH,0,c1cc(-c2ccncc2)ccn1,[10],"['N', 'O', 'U']",['U'],"['N', 'O']"
YUWWAO,0,c1cc(-c2ccncc2)ccn1,[10],"['N', 'O', 'Th']",['Th'],"['N', 'O']"
YUXMEL,1,CCCN,[26],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']"
YUXMIP,1,NCCCN,[26],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']"
YUXMOV,1,NCCCCN,[26],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']"
YUXMUB,1,NCCCCCCN,[26],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']"
YUXNAI,1,C1CNCCN1,[26],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']"
YUXNEM,1,C1CNCCN1,[26],"['Mn', 'O', 'S']",['Mn'],"['O', 'S']"
YUZSUH,3,C1CNCCN1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
ZACCUB,3,CN(C)CCN(C)C,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
ZADHUK,0,CN(C)c1ccncc1,[],"['O', 'V']",['V'],['O']
ZAHDEU,0,Nc1ncnc2[nH]cnc12,[],"['Al', 'Mo', 'O']","['Al', 'Mo']",['O']
ZAJZES,2,NCCCCCCN,[0],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
ZAKZUG,2,C1CNCCN1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
ZALBAP,2,NCCCN1CCN(CCCN)CC1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
ZALBIX,2,C1CN2CCN1CC2,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
ZASHUY,0,c1ccc(-c2cc[nH]n2)nc1,[],"['Cl', 'Mo', 'O']",['Mo'],"['Cl', 'O']"
ZAXYUS,1,C1CNCCN1,[],"['O', 'V']",['V'],['O']
ZAYRUO,0,c1cc(-c2ccncc2)ccn1,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
ZAYSAV,0,c1cc(-c2ccncc2)ccn1,[5],"['O', 'Si', 'W']","['Si', 'W']",['O']
ZAZNUL,3,NCCCCCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
ZEBPOO,3,c1c[nH]cn1,[0],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
ZECCUF,1,Nc1ccccc1,[],"['Mo', 'O']",['Mo'],['O']
ZEDMOM,1,CNC,[2],"['Eu', 'O', 'S']",['Eu'],"['O', 'S']"
ZEDNIH,2,CNC,[2],"['Dy', 'O', 'S']",['Dy'],"['O', 'S']"
ZEDNON,0,NCCN,[2],"['Dy', 'O', 'S']",['Dy'],"['O', 'S']"
ZEDNUT,0,NCCN,[2],"['Ho', 'O', 'S']",['Ho'],"['O', 'S']"
ZEDPAB,0,NCCN,[2],"['Er', 'O', 'S']",['Er'],"['O', 'S']"
ZEDPEF,0,NCCN,[2],"['O', 'S', 'Tm']",['Tm'],"['O', 'S']"
ZEDPIJ,0,NCCN,[2],"['O', 'S', 'Yb']",['Yb'],"['O', 'S']"
ZEDPOP,0,NCCN,[2],"['Lu', 'O', 'S']",['Lu'],"['O', 'S']"
ZEFMAA,1,c1cc(-c2ccncc2)ccn1,[4],"['C', 'Na', 'O']",['Na'],"['C', 'O']"
ZEHBUJ,3,C1CNCCN1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
ZEHCAQ,3,C1CNCCN1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
ZEJRAH,0,c1c[nH]cn1,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
ZENSUJ,0,c1cn(-c2cc(-n3ccnc3)cc(-n3ccnc3)c2)cn1,[],"['Ge', 'O', 'W']","['Ge', 'W']",['O']
ZEQMAL,2,c1ccc2[nH]c(CCCCc3nc4ccccc4[nH]3)nc2c1,[4],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
ZEQMIR,0,N=C(N)N,[15],"['C', 'O', 'U']",['U'],"['C', 'O']"
